industry,job_title,company_name,company_tier,location,base_salary,bonus_val,equity_val,signing_bonus,working_hours,years_exp,promotion_chance,remote_status
37,Technology,Senior AI Researcher,Anthropic,Startup,San Francisco CA,230000,40000,200000,50000,50,6,High,Hybrid
38,Consulting,Senior Management Consultant,McKinsey,Private,New York NY,175000,50000,0,25000,60,6,Medium,Hybrid
39,Finance,Senior Investment Banker,Goldman Sachs,Public,New York NY,200000,150000,0,50000,75,7,Medium,Onsite
40,Technology,Mid Data Scientist,Netflix,Public,Los Gatos CA,190000,30000,35000,30000,42,4,High,Hybrid
41,Healthcare,Senior Medical Director,Eli Lilly,Public,Indianapolis IN,210000,35000,20000,30000,50,10,Low,Onsite
42,Technology,Senior Product Manager,Google,Public,Mountain View CA,215000,40000,80000,40000,45,8,Medium,Hybrid
43,Real Estate,Mid Commercial Real Estate Analyst,Blackstone,Private,New York NY,130000,45000,15000,20000,55,4,High,Onsite
44,Energy,Senior Reservoir Engineer,Chevron,Public,Houston TX,165000,25000,0,20000,47,8,Low,Onsite
45,Technology,Mid Machine Learning Engineer,Databricks,Startup,San Francisco CA,195000,30000,120000,35000,47,5,High,Hybrid
46,Finance,Mid Compliance Manager,Fidelity Investments,Public,Boston MA,115000,14000,0,12000,43,5,Medium,Hybrid
47,Aerospace,Senior Propulsion Engineer,SpaceX,Private,Hawthorne CA,175000,20000,30000,20000,60,8,Medium,Onsite
48,Technology,Mid Cloud Infrastructure Engineer,Amazon Web Services,Public,Seattle WA,165000,22000,30000,22000,44,5,Medium,Hybrid
49,Consulting,Mid Business Analyst,Bain & Company,Private,Chicago IL,140000,35000,0,18000,55,4,High,Hybrid
50,Technology,Chief Technology Officer,NovaTech AI,Startup,San Francisco CA,280000,80000,950000,100000,55,15,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,110000,62000,15000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,18000,45000,15000,42,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Public,Columbus OH,52000,6000,0,3000,40,1,Medium,Onsite
4,Technology,Data Analyst,Palantir,Public,New York NY,95000,12000,22000,10000,45,3,Medium,Hybrid
5,Healthcare,Medical Coder,HCA Healthcare,Public,Nashville TN,48000,4000,0,2000,40,1,Low,Onsite
6,Technology,Junior Frontend Engineer,Stripe,Late-Stage Startup,San Francisco CA,128000,15000,55000,20000,43,1,High,Hybrid
7,Finance,Quantitative Trader,Jane Street,Private,New York NY,175000,160000,0,50000,60,4,Medium,Onsite
8,Technology,Junior ML Engineer,OpenAI,Late-Stage Startup,San Francisco CA,145000,20000,80000,25000,47,2,High,Hybrid
9,Consulting,Junior Business Analyst,McKinsey,Private,New York NY,95000,22000,0,15000,55,1,High,Hybrid
10,Logistics,Supply Chain Coordinator,UPS,Public,Louisville KY,54000,5000,0,2500,40,2,Low,Onsite
11,Finance,Junior Equity Research Analyst,Goldman Sachs,Public,New York NY,105000,45000,5000,20000,58,2,High,Onsite
12,Technology,DevOps Engineer,Cloudflare,Public,Austin TX,98000,12000,18000,10000,42,3,Medium,Remote
13,Manufacturing,Process Engineer,Caterpillar,Public,Peoria IL,72000,7000,2000,4000,42,2,Medium,Onsite
14,Technology,Junior Data Scientist,Databricks,Late-Stage Startup,San Francisco CA,130000,16000,60000,18000,44,1,High,Hybrid
15,Finance,Junior Compliance Analyst,JPMorgan Chase,Public,Chicago IL,78000,9000,1000,8000,42,1,Medium,Hybrid
16,Healthcare,Junior Clinical Research Associate,Pfizer,Public,New York NY,72000,8000,3000,5000,40,1,Medium,Hybrid
17,Technology,Junior iOS Developer,Apple,Public,Cupertino CA,132000,17000,40000,20000,43,2,High,Onsite
18,Energy,Petroleum Engineer,ExxonMobil,Public,Houston TX,95000,14000,5000,10000,44,3,Medium,Onsite
19,Technology,Junior Backend Engineer,Airbnb,Public,San Francisco CA,125000,14000,35000,15000,42,1,High,Remote
20,Finance,Junior Risk Analyst,Morgan Stanley,Public,New York NY,88000,28000,3000,12000,50,2,High,Onsite
21,Retail,Store Operations Analyst,Target,Public,Minneapolis MN,58000,5500,500,2000,40,2,Low,Onsite
22,Technology,Junior QA Engineer,Salesforce,Public,San Francisco CA,105000,11000,20000,10000,40,1,Medium,Remote
23,Aerospace,Junior Avionics Engineer,Lockheed Martin,Public,Fort Worth TX,85000,9000,4000,8000,42,2,Medium,Onsite
24,Finance,Junior Derivatives Analyst,Two Sigma,Private,New York NY,120000,75000,10000,25000,58,2,High,Onsite
25,Technology,Junior Cloud Engineer,Amazon,Public,Seattle WA,128000,15000,42000,20000,43,1,High,Hybrid
26,Biotechnology,Research Associate,Moderna,Public,Boston MA,72000,8000,12000,6000,42,2,Medium,Onsite
27,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,92000,10000,15000,8000,40,1,Medium,Remote
28,Consulting,Junior Strategy Consultant,Boston Consulting Group,Private,Chicago IL,92000,20000,0,14000,54,1,High,Hybrid
29,Finance,Junior Financial Analyst,BlackRock,Public,New York NY,85000,18000,4000,10000,45,1,Medium,Hybrid
30,Technology,Junior Data Engineer,Snowflake,Public,San Mateo CA,120000,13000,30000,15000,42,1,High,Remote
31,Healthcare,Junior Biostatistician,UnitedHealth Group,Public,Minneapolis MN,74000,7000,2000,5000,40,2,Medium,Remote
32,Technology,Junior Product Manager,Uber,Public,San Francisco CA,118000,14000,28000,15000,43,2,High,Hybrid
33,Legal,Junior Associate Attorney,Skadden Arps,Private,New York NY,215000,30000,0,30000,70,1,Medium,Onsite
34,Media,Junior Content Analyst,Netflix,Public,Los Angeles CA,88000,10000,18000,8000,40,1,Medium,Hybrid
35,Technology,Senior Machine Learning Engineer,Anthropic,Late-Stage Startup,San Francisco CA,210000,45000,180000,40000,47,7,High,Hybrid
36,Finance,Senior Quantitative Researcher,DE Shaw,Private,New York NY,250000,220000,30000,75000,62,8,Low,Onsite
37,Technology,Senior Software Engineer,Google,Public,Mountain View CA,195000,38000,120000,50000,43,6,Medium,Hybrid
38,Finance,Senior Investment Banker,Goldman Sachs,Public,New York NY,175000,140000,15000,50000,75,7,High,Onsite
39,Consulting,Senior Management Consultant,McKinsey,Private,New York NY,175000,55000,0,30000,58,6,High,Hybrid
40,Technology,Senior Product Manager,Microsoft,Public,Seattle WA,175000,35000,80000,30000,45,7,Medium,Hybrid
41,Healthcare,Senior Data Scientist,Flatiron Health,Late-Stage Startup,New York NY,155000,25000,45000,20000,43,6,Medium,Remote
42,Energy,Senior Petroleum Engineer,Chevron,Public,Houston TX,145000,28000,12000,20000,45,8,Medium,Onsite
43,Aerospace,Senior Systems Engineer,SpaceX,Private,Hawthorne CA,155000,22000,35000,25000,55,7,Medium,Onsite
44,Biotechnology,Senior Scientist,Genentech,Public,South San Francisco CA,162000,28000,22000,20000,44,8,Medium,Onsite
45,Finance,Senior Portfolio Manager,Bridgewater Associates,Private,Westport CT,230000,185000,20000,60000,55,9,Low,Onsite
46,Technology,Senior DevOps Architect,HashiCorp,Public,Remote,165000,28000,55000,25000,43,8,Medium,Remote
47,Consulting,Senior Data Analytics Manager,Accenture,Public,Chicago IL,145000,32000,8000,18000,48,7,Medium,Hybrid
48,Legal,Senior Corporate Counsel,Apple,Public,Cupertino CA,210000,40000,60000,35000,45,9,Low,Hybrid
49,Real Estate,Senior Asset Manager,Blackstone,Public,New York NY,190000,120000,25000,35000,50,8,Medium,Onsite
50,Technology,Chief Technology Officer,Scale AI,Late-Stage Startup,San Francisco CA,320000,150000,900000,100000,55,18,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Large Public,Chicago IL,115000,72000,15000,20000,55,2,Medium,Onsite
2,Technology,Junior Software Engineer,Meta,Large Public,San Francisco CA,135000,18000,45000,15000,42,1,High,Hybrid
3,Healthcare,Entry-Level Nurse,Northwestern Medicine,Large Public,Chicago IL,62000,4000,0,3000,40,0,Low,Onsite
4,Technology,Junior Data Scientist,Palantir,Late-Stage Startup,New York NY,125000,20000,38000,12000,45,2,High,Hybrid
5,Finance,Junior Investment Banking Analyst,Goldman Sachs,Large Public,New York NY,110000,85000,8000,20000,80,1,Medium,Onsite
6,Retail,Entry-Level Store Manager,Target,Large Public,Minneapolis MN,48000,5000,500,1000,42,1,Low,Onsite
7,Technology,Entry-Level DevOps Engineer,Datadog,Late-Stage Startup,Austin TX,98000,12000,22000,8000,40,1,High,Remote
8,Manufacturing,Junior Process Engineer,Caterpillar,Large Public,Peoria IL,72000,6000,2000,4000,40,2,Medium,Onsite
9,Finance,Junior Accountant,Deloitte,Large Public,Dallas TX,62000,7000,0,3000,42,1,Low,Hybrid
10,Technology,Junior Machine Learning Engineer,OpenAI,Late-Stage Startup,San Francisco CA,155000,28000,95000,20000,48,2,High,Hybrid
11,Aerospace,Entry-Level Aerospace Engineer,Boeing,Large Public,Seattle WA,88000,9000,3000,6000,40,1,Medium,Onsite
12,Finance,Junior Trader,Jane Street,Large Public,New York NY,125000,110000,12000,25000,58,2,High,Onsite
13,Technology,Junior Frontend Engineer,Shopify,Large Public,Remote,105000,12000,18000,10000,40,1,Medium,Remote
14,Legal,Junior Associate Attorney,Skadden Arps,Large Public,New York NY,215000,30000,0,25000,75,2,Medium,Onsite
15,Healthcare,Entry-Level Medical Coder,Optum,Large Public,Phoenix AZ,45000,3000,500,1000,40,0,Low,Remote
16,Technology,Entry-Level QA Engineer,Salesforce,Large Public,San Francisco CA,95000,10000,14000,8000,40,1,Medium,Hybrid
17,Energy,Junior Petroleum Engineer,ExxonMobil,Large Public,Houston TX,95000,14000,4000,8000,42,2,Medium,Onsite
18,Finance,Junior Risk Analyst,JPMorgan Chase,Large Public,New York NY,95000,32000,6000,12000,50,1,Medium,Hybrid
19,Technology,Junior Backend Engineer,Stripe,Late-Stage Startup,San Francisco CA,148000,22000,72000,18000,44,2,High,Hybrid
20,Consulting,Junior Management Consultant,McKinsey,Large Public,New York NY,112000,28000,0,25000,60,2,High,Hybrid
21,Technology,Entry-Level iOS Developer,Apple,Large Public,Cupertino CA,130000,15000,30000,12000,40,1,Medium,Onsite
22,Logistics,Junior Supply Chain Analyst,Amazon,Large Public,Seattle WA,82000,10000,8000,6000,42,1,Medium,Hybrid
23,Finance,Junior Private Equity Analyst,KKR,Large Public,New York NY,135000,95000,20000,30000,75,2,High,Onsite
24,Technology,Junior AI Research Engineer,Anthropic,Late-Stage Startup,San Francisco CA,165000,35000,120000,25000,46,2,High,Hybrid
25,Construction,Entry-Level Civil Engineer,AECOM,Large Public,Denver CO,68000,5000,1000,3000,40,1,Medium,Onsite
26,Marketing,Junior Digital Marketing Analyst,HubSpot,Late-Stage Startup,Boston MA,62000,7000,8000,4000,40,1,Medium,Remote
27,Technology,Junior Cybersecurity Analyst,CrowdStrike,Large Public,Austin TX,95000,11000,16000,8000,40,2,High,Remote
28,Finance,Junior Hedge Fund Analyst,Two Sigma,Large Public,New York NY,130000,105000,18000,30000,60,2,High,Onsite
29,Healthcare,Entry-Level Biotech Research Associate,Genentech,Large Public,San Francisco CA,78000,8000,10000,5000,40,1,Medium,Onsite
30,Media,Entry-Level Content Strategist,BuzzFeed,Small Public,New York NY,52000,4000,500,2000,40,0,Low,Remote
31,Technology,Entry-Level Data Analyst,Snowflake,Late-Stage Startup,San Mateo CA,105000,12000,28000,10000,40,1,High,Hybrid
32,Finance,Junior Actuarial Analyst,Aon,Large Public,Chicago IL,74000,9000,1000,5000,40,2,Medium,Hybrid
33,Real Estate,Junior Real Estate Analyst,CBRE,Large Public,Dallas TX,65000,10000,2000,4000,40,1,Medium,Hybrid
34,Technology,Entry-Level Cloud Engineer,Google,Large Public,Seattle WA,138000,18000,40000,15000,40,1,High,Hybrid
35,Finance,Senior Quantitative Researcher,DE Shaw,Large Public,New York NY,275000,320000,85000,75000,58,7,Medium,Onsite
36,Technology,Senior Machine Learning Engineer,DeepMind,Large Public,London UK,185000,40000,55000,30000,42,6,High,Hybrid
37,Consulting,Senior Strategy Consultant,Bain,Large Public,Boston MA,195000,75000,5000,40000,58,6,High,Hybrid
38,Finance,Senior Investment Banker,Morgan Stanley,Large Public,New York NY,250000,280000,25000,60000,80,7,Medium,Onsite
39,Technology,Senior Software Engineer,Databricks,Late-Stage Startup,San Francisco CA,230000,45000,210000,40000,44,6,High,Hybrid
40,Healthcare,Senior Physician,Mayo Clinic,Large Public,Rochester MN,310000,35000,0,40000,50,8,Low,Onsite
41,Technology,Senior Product Manager,Airbnb,Large Public,San Francisco CA,215000,55000,90000,35000,45,7,Medium,Hybrid
42,Legal,Senior Corporate Counsel,Tesla,Large Public,Austin TX,220000,50000,40000,35000,50,8,Medium,Hybrid
43,Energy,Senior Data Scientist,Chevron,Large Public,Houston TX,155000,28000,12000,18000,42,6,Medium,Hybrid
44,Technology,Senior DevOps Engineer,HashiCorp,Late-Stage Startup,Remote,175000,30000,95000,25000,42,6,High,Remote
45,Finance,Senior Portfolio Manager,BlackRock,Large Public,New York NY,280000,210000,40000,65000,52,9,Medium,Hybrid
46,Technology,Mid-Level Data Engineer,Confluent,Late-Stage Startup,Remote,145000,22000,75000,18000,42,4,High,Remote
47,Manufacturing,Senior Mechanical Engineer,SpaceX,Late-Stage Startup,Hawthorne CA,135000,20000,65000,15000,55,5,High,Onsite
48,Finance,Mid-Level Compliance Officer,Fidelity,Large Public,Boston MA,115000,18000,4000,10000,42,4,Low,Hybrid
49,Technology,Mid-Level Security Engineer,Okta,Late-Stage Startup,San Francisco CA,175000,28000,88000,22000,42,5,High,Remote
50,Technology,Chief Technology Officer,Scale AI,Late-Stage Startup,San Francisco CA,310000,180000,1850000,100000,50,15,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Large Public,Chicago,115000,72000,15000,20000,55,2,Medium,Onsite
2,Technology,Junior Software Engineer,Meta,Large Public,San Francisco,135000,18000,45000,15000,42,1,High,Hybrid
3,Healthcare,Medical Billing Specialist,Community Health Network,SME,Indianapolis,42000,3500,0,2000,40,1,Low,Onsite
4,Technology,Junior Data Analyst,Palantir,Late Stage Startup,New York,98000,12000,25000,10000,45,2,High,Hybrid
5,Finance,Junior Accountant,Deloitte,Large Public,Columbus,54000,6000,0,3000,42,1,Medium,Hybrid
6,Technology,Machine Learning Engineer,OpenAI,Late Stage Startup,San Francisco,175000,45000,180000,30000,48,3,High,Hybrid
7,Finance,Quantitative Trader,Two Sigma,Large Public,New York,145000,110000,35000,40000,60,3,Medium,Onsite
8,Retail,Junior Merchandising Coordinator,Target,Large Public,Minneapolis,48000,4500,2000,2000,40,1,Low,Onsite
9,Technology,Junior Frontend Developer,Shopify,Large Public,Remote,88000,10000,12000,8000,40,1,High,Remote
10,Engineering,Mechanical Engineer I,Caterpillar,Large Public,Peoria,67000,5500,3000,4000,40,2,Medium,Onsite
11,Finance,Investment Banking Analyst,Goldman Sachs,Large Public,New York,110000,85000,10000,30000,80,2,High,Onsite
12,Technology,Junior DevOps Engineer,Cloudflare,Large Public,Austin,95000,11000,18000,10000,42,2,High,Remote
13,Healthcare,Junior Clinical Research Associate,Pfizer,Large Public,Boston,72000,7000,4000,5000,42,2,Medium,Hybrid
14,Technology,AI Research Scientist,Anthropic,Late Stage Startup,San Francisco,190000,60000,220000,40000,50,4,High,Hybrid
15,Legal,Junior Associate Attorney,Skadden Arps,Large Public,New York,215000,25000,0,30000,70,2,Medium,Onsite
16,Manufacturing,Process Engineer I,Procter & Gamble,Large Public,Cincinnati,68000,6000,2500,4000,40,1,Medium,Onsite
17,Finance,Junior Equity Research Analyst,Morgan Stanley,Large Public,New York,95000,40000,5000,20000,55,2,High,Onsite
18,Technology,Junior iOS Developer,Lyft,Late Stage Startup,San Francisco,125000,14000,30000,15000,43,2,High,Hybrid
19,Energy,Petroleum Engineer I,ExxonMobil,Large Public,Houston,88000,9000,4000,8000,42,2,Medium,Onsite
20,Aerospace,Junior Systems Engineer,Lockheed Martin,Large Public,Fort Worth,78000,7000,3000,5000,40,2,Medium,Onsite
21,Technology,Junior Product Manager,Notion,Early Stage Startup,San Francisco,105000,13000,55000,12000,44,2,High,Hybrid
22,Finance,Junior Risk Analyst,JPMorgan Chase,Large Public,Chicago,82000,18000,5000,8000,45,2,Medium,Hybrid
23,Retail,E-commerce Coordinator,Wayfair,Large Public,Boston,52000,4000,3000,2500,40,1,Low,Remote
24,Healthcare,Junior Pharmacist,CVS Health,Large Public,Phoenix,118000,8000,2000,6000,40,1,Low,Onsite
25,Technology,Junior Backend Engineer,Stripe,Late Stage Startup,San Francisco,140000,18000,60000,20000,44,2,High,Hybrid
26,Consulting,Junior Management Consultant,McKinsey,Large Public,New York,100000,22000,0,25000,55,2,High,Hybrid
27,Engineering,Junior Electrical Engineer,Intel,Large Public,Portland,82000,8000,6000,6000,40,2,Medium,Hybrid
28,Technology,Data Engineer,Databricks,Late Stage Startup,San Francisco,145000,22000,90000,20000,45,3,High,Remote
29,Finance,Junior Compliance Analyst,Charles Schwab,Large Public,Denver,64000,7000,3000,4000,40,1,Medium,Hybrid
30,Media,Junior Content Strategist,BuzzFeed,SME,New York,52000,3500,1000,2000,40,1,Low,Remote
31,Real Estate,Junior Property Analyst,CBRE,Large Public,Dallas,58000,6000,2000,3000,40,1,Medium,Hybrid
32,Technology,Junior QA Engineer,Zoom,Large Public,San Jose,92000,9000,12000,8000,40,1,Medium,Remote
33,Logistics,Junior Supply Chain Analyst,Amazon,Large Public,Seattle,85000,14000,15000,10000,42,2,Medium,Hybrid
34,Healthcare,Junior Health Data Analyst,UnitedHealth Group,Large Public,Minneapolis,68000,6500,4000,5000,40,2,Medium,Remote
35,Technology,Senior Software Engineer,Google,Large Public,San Francisco,210000,40000,80000,30000,44,7,Medium,Hybrid
36,Finance,Senior Quantitative Researcher,DE Shaw,Large Public,New York,200000,180000,50000,60000,58,8,Medium,Onsite
37,Technology,Senior Machine Learning Engineer,NVIDIA,Large Public,Santa Clara,230000,50000,90000,40000,46,8,High,Hybrid
38,Consulting,Senior Strategy Consultant,BCG,Large Public,Chicago,165000,45000,0,30000,52,6,High,Hybrid
39,Healthcare,Senior Biostatistician,Eli Lilly,Large Public,Indianapolis,118000,14000,8000,10000,42,7,Medium,Hybrid
40,Engineering,Senior Structural Engineer,Bechtel,Large Public,Houston,115000,12000,5000,8000,42,8,Low,Onsite
41,Technology,Senior Product Manager,Airbnb,Large Public,San Francisco,185000,38000,70000,25000,45,7,High,Hybrid
42,Finance,Senior Portfolio Manager,BlackRock,Large Public,New York,175000,95000,20000,35000,50,9,Medium,Hybrid
43,Cybersecurity,Senior Security Engineer,CrowdStrike,Large Public,Austin,165000,28000,40000,20000,44,7,High,Remote
44,Technology,Senior Data Scientist,Uber,Large Public,San Francisco,190000,35000,65000,25000,45,6,High,Hybrid
45,Legal,Senior Corporate Counsel,Apple,Large Public,Cupertino,210000,40000,50000,30000,48,9,Low,Hybrid
46,Healthcare,Senior Surgeon,Cleveland Clinic,Large Public,Cleveland,380000,25000,0,40000,55,12,Low,Onsite
47,Finance,Senior Actuary,Prudential,Large Public,Newark,145000,22000,8000,15000,42,8,Medium,Hybrid
48,Manufacturing,Senior Process Engineer,Tesla,Large Public,Austin,128000,18000,30000,12000,48,6,High,Onsite
49,Technology,Senior Cloud Architect,Microsoft,Large Public,Seattle,205000,42000,75000,30000,44,9,Medium,Hybrid
50,Finance,Chief Investment Officer,Bridgewater Associates,Large Public,Westport,520000,420000,200000,100000,55,22,Low,Onsite
1,Finance,Junior Analyst,Goldman Sachs,Public,New York NY,85000,12000,0,10000,70,1,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,15000,45000,20000,45,1,High,Hybrid
3,Finance,Junior Quantitative Analyst,Citadel,Hedge Fund,Chicago IL,120000,75000,0,25000,75,2,High,Onsite
4,Technology,Data Analyst,DataBridge Analytics,Startup,Austin TX,72000,5000,18000,5000,42,2,Medium,Remote
5,Healthcare,Medical Coder,MedVerify Inc,SMB,Nashville TN,48000,3500,0,2000,40,1,Low,Hybrid
6,Technology,Frontend Developer,Shopify,Public,Remote,105000,10000,12000,10000,40,2,Medium,Remote
7,Finance,Accounting Associate,Deloitte,Public,Chicago IL,62000,7000,0,5000,45,1,Medium,Hybrid
8,Technology,Junior Machine Learning Engineer,OpenAI,Late-Stage Startup,San Francisco CA,155000,20000,80000,30000,50,2,High,Hybrid
9,Logistics,Supply Chain Coordinator,FedEx,Public,Memphis TN,52000,4000,0,3000,40,1,Medium,Onsite
10,Technology,Junior iOS Developer,Apple,Public,Cupertino CA,130000,14000,30000,15000,45,1,High,Hybrid
11,Finance,Junior Trader,Jane Street,Private,New York NY,130000,95000,0,30000,72,2,High,Onsite
12,Healthcare,Clinical Research Associate,Pfizer,Public,New York NY,72000,8000,5000,7000,42,2,Medium,Hybrid
13,Technology,Junior Backend Engineer,Stripe,Late-Stage Startup,San Francisco CA,140000,18000,60000,25000,47,2,High,Hybrid
14,Real Estate,Junior Property Analyst,CBRE,Public,Dallas TX,58000,5000,0,4000,40,1,Medium,Hybrid
15,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,92000,10000,8000,8000,45,2,Medium,Onsite
16,Technology,Junior DevOps Engineer,Amazon,Public,Seattle WA,125000,13000,35000,20000,45,2,High,Hybrid
17,Finance,Compliance Analyst,JPMorgan Chase,Public,New York NY,78000,9000,0,8000,45,2,Medium,Hybrid
18,Manufacturing,Junior Process Engineer,General Motors,Public,Detroit MI,72000,6000,5000,5000,42,1,Medium,Onsite
19,Technology,Junior Data Scientist,Palantir,Public,New York NY,118000,14000,25000,15000,50,2,High,Hybrid
20,Consulting,Junior Management Consultant,McKinsey,Private,New York NY,95000,18000,0,25000,65,1,High,Hybrid
21,Technology,Junior AI Researcher,DeepMind,Public,London UK,110000,18000,40000,20000,47,2,High,Hybrid
22,Finance,Junior Risk Analyst,Wells Fargo,Public,Charlotte NC,65000,7000,0,5000,42,1,Medium,Hybrid
23,Aerospace,Junior Avionics Engineer,Boeing,Public,Seattle WA,88000,8000,10000,7000,43,2,Medium,Onsite
24,Technology,Junior Product Manager,Figma,Late-Stage Startup,San Francisco CA,128000,16000,55000,18000,45,2,High,Hybrid
25,Media,Junior Content Strategist,BuzzFeed,Public,New York NY,52000,3500,2000,2500,40,1,Low,Hybrid
26,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,55000,4500,3000,3000,40,1,Medium,Hybrid
27,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,95000,9000,15000,10000,42,2,High,Remote
28,Finance,Junior Investment Banking Analyst,Morgan Stanley,Public,New York NY,110000,55000,0,30000,80,1,High,Onsite
29,Biotech,Junior Bioinformatics Analyst,Genentech,Public,San Francisco CA,98000,10000,20000,10000,43,2,High,Hybrid
30,Education,Junior Curriculum Developer,Coursera,Late-Stage Startup,Remote,68000,5000,8000,5000,40,1,Medium,Remote
31,Logistics,Junior Operations Analyst,UPS,Public,Atlanta GA,54000,4000,2000,3000,40,1,Medium,Hybrid
32,Technology,Junior Cloud Engineer,Microsoft,Public,Seattle WA,128000,13000,32000,18000,43,2,High,Hybrid
33,Finance,Junior Portfolio Analyst,Vanguard,Public,Philadelphia PA,72000,8000,0,6000,42,2,Medium,Hybrid
34,Construction,Junior Structural Engineer,Bechtel,Private,Houston TX,76000,6500,0,5000,43,2,Medium,Onsite
35,Technology,Mid-Level Software Engineer,Airbnb,Public,San Francisco CA,175000,25000,55000,30000,43,5,Medium,Hybrid
36,Finance,Senior Quantitative Researcher,Two Sigma,Hedge Fund,New York NY,220000,180000,0,75000,70,7,Medium,Onsite
37,Technology,Senior Data Scientist,Netflix,Public,Los Gatos CA,210000,35000,80000,40000,45,6,Medium,Hybrid
38,Consulting,Senior Management Consultant,Bain,Private,Boston MA,165000,45000,0,40000,60,5,High,Hybrid
39,Healthcare,Senior Biostatistician,Moderna,Public,Cambridge MA,145000,20000,35000,20000,43,6,Medium,Hybrid
40,Technology,Senior Machine Learning Engineer,Google,Public,San Francisco CA,230000,50000,120000,50000,47,7,Medium,Hybrid
41,Finance,Senior Algorithmic Trader,Citadel Securities,Hedge Fund,Chicago IL,260000,220000,0,100000,75,8,Low,Onsite
42,Aerospace,Senior Systems Engineer,SpaceX,Private,Hawthorne CA,148000,18000,90000,15000,60,6,High,Onsite
43,Energy,Senior Reservoir Engineer,Chevron,Public,Houston TX,155000,22000,18000,18000,45,7,Low,Hybrid
44,Technology,Senior Product Manager,Uber,Public,San Francisco CA,195000,40000,75000,35000,45,6,Medium,Hybrid
45,Biotech,Senior Computational Biologist,10x Genomics,Public,San Francisco CA,168000,22000,45000,20000,45,7,Medium,Hybrid
46,Real Estate,Senior Acquisitions Analyst,Blackstone,Public,New York NY,145000,80000,0,30000,55,5,High,Onsite
47,Manufacturing,Senior Robotics Engineer,Boston Dynamics,Private,Waltham MA,158000,20000,70000,18000,45,6,Medium,Onsite
48,Technology,Senior Security Engineer,Palo Alto Networks,Public,Santa Clara CA,200000,35000,65000,30000,45,6,Medium,Remote
49,Finance,Senior Credit Analyst,Moody's,Public,New York NY,128000,18000,0,15000,45,5,Medium,Hybrid
50,Technology,Chief Technology Officer,Apex AI Systems,Late-Stage Startup,San Francisco CA,310000,120000,950000,100000,55,18,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,115000,72000,8000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,145000,18000,95000,15000,42,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Public,Cleveland OH,52000,6000,0,3000,42,1,Medium,Onsite
4,Technology,Junior Data Analyst,DataBridge Analytics,Startup,Austin TX,78000,7000,22000,5000,43,1,Medium,Hybrid
5,Healthcare,Medical Coder,MedFirst Solutions,Private,Indianapolis IN,44000,3500,0,2000,40,1,Low,Onsite
6,Finance,Junior Investment Banking Analyst,Goldman Sachs,Public,New York NY,110000,85000,12000,30000,80,2,High,Onsite
7,Technology,Junior Machine Learning Engineer,OpenAI,Startup,San Francisco CA,155000,25000,180000,20000,45,2,High,Hybrid
8,Retail,Junior Merchandise Planner,Target,Public,Minneapolis MN,58000,5000,2000,2500,40,1,Low,Hybrid
9,Manufacturing,Junior Process Engineer,Caterpillar,Public,Peoria IL,67000,5500,3000,4000,42,2,Medium,Onsite
10,Finance,Junior Equity Research Analyst,Morgan Stanley,Public,New York NY,105000,52000,8000,20000,70,2,High,Onsite
11,Technology,Junior DevOps Engineer,Cloudflare,Public,Austin TX,98000,10000,35000,8000,42,1,Medium,Remote
12,Logistics,Supply Chain Coordinator,FedEx,Public,Memphis TN,54000,4000,1500,2000,40,1,Low,Onsite
13,Technology,Junior Frontend Engineer,Stripe,Private,San Francisco CA,138000,15000,75000,12000,43,2,High,Hybrid
14,Healthcare,Junior Biomedical Engineer,Boston Scientific,Public,Minneapolis MN,72000,6000,4000,5000,40,2,Medium,Onsite
15,Finance,Junior Credit Analyst,JPMorgan Chase,Public,New York NY,88000,22000,5000,12000,50,1,Medium,Hybrid
16,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,95000,12000,6000,10000,43,2,Medium,Onsite
17,Technology,Junior AI Research Scientist,DeepMind,Public,San Francisco CA,160000,40000,120000,25000,46,2,High,Hybrid
18,Aerospace,Junior Systems Engineer,Lockheed Martin,Public,Fort Worth TX,82000,8000,5000,6000,42,2,Medium,Onsite
19,Finance,Junior Compliance Officer,Fidelity Investments,Public,Boston MA,72000,9000,3000,6000,41,1,Low,Hybrid
20,Technology,Junior Backend Engineer,Uber,Public,San Francisco CA,142000,16000,80000,15000,43,2,High,Hybrid
21,Marketing,Junior Digital Marketing Analyst,HubSpot,Public,Boston MA,62000,5500,8000,3000,40,1,Medium,Remote
